feedback_text,sentiment
Our soil health has improved thanks to expert advice #62,Positive
Our field demos were well received by other farmers #850,Positive
The soil seems to be holding moisture well #130,Neutral
No significant change in government policies #893,Neutral
We are facing labor shortages during peak season #44,Negative
All tools and machines are working as expected #497,Neutral
The storage is being used moderately this season #261,Neutral
Transport availability is normal this week #122,Neutral
There was a power cut during crucial irrigation hours #71,Negative
Our crop yield has significantly increased this year #54,Positive
The weather updates helped us avoid major damage #259,Positive
The local market prices are favorable this time #506,Positive
The new irrigation system is saving us a lot of water #753,Positive
Government schemes are not reaching us on time #979,Negative
Communication among farmers has been normal #948,Neutral
The storage is being used moderately this season #411,Neutral
Our requests to the local officer went unheard #518,Negative
Communication among farmers has been normal #998,Neutral
The market has usual crowd this season #274,Neutral
No one came for the soil testing we requested #390,Negative
There’s no help during pest infestations #267,Negative
Livestock health has remained stable #467,Neutral
Crop insurance hasn't been processed yet #712,Negative
Weather conditions have been perfect for sowing #772,Positive
Weather has been neither too dry nor too wet so far #803,Neutral
The new seeds failed to germinate properly #808,Negative
We are cautiously optimistic about the outcome #686,Neutral
We are unable to access good quality seeds #86,Negative
Local authorities visited the farm to inspect progress #258,Neutral
The pest outbreak this season was uncontrollable #533,Negative
Storage facilities are in very poor condition #326,Negative
We are using traditional farming methods this time #120,Neutral
The pesticides provided were ineffective #813,Negative
We are facing water scarcity in our village #715,Negative
The crops are growing at a normal pace #35,Neutral
The market has usual crowd this season #424,Neutral
The crops are growing at a normal pace #435,Neutral
There is no support during natural disasters #682,Negative
We haven't made any changes in farming technique #228,Neutral
Transport issues led to rotting of fresh produce #164,Negative
I'm satisfied with the quality of seeds provided #964,Positive
Weather has been neither too dry nor too wet so far #903,Neutral
The pesticides provided were ineffective #663,Negative
The organic fair gave us great exposure #399,Positive
We’ve had a bumper harvest of rice this season #585,Positive
The organic fair gave us great exposure #949,Positive
The awareness program helped us use pesticides more effectively #705,Positive
Timely crop insurance saved us a big loss #432,Positive
Access to expert advice has made a big difference #293,Positive
Crop diversity is giving us more market options #146,Positive
I'm impressed by the new farming techniques we learned #324,Positive
Most farmers are preparing for the next sowing season #109,Neutral
Fertilizer prices have increased drastically #166,Negative
Pests destroyed most of our harvest this year #453,Negative
The new irrigation system is saving us a lot of water #3,Positive
We are finally seeing the benefits of switching to organic #577,Positive
Local authorities visited the farm to inspect progress #658,Neutral
Our farm-to-market transport has improved greatly #340,Positive
The farm produce looks standard this season #540,Neutral
We are cautiously optimistic about the outcome #936,Neutral
The drip irrigation system is working really well #926,Positive
The solar-powered pumps are very efficient #266,Positive
We are finally seeing the benefits of switching to organic #377,Positive
The fertilizer shop is functioning normally #23,Neutral
Transport issues led to rotting of fresh produce #464,Negative
Weather conditions have been perfect for sowing #272,Positive
Our training on composting was very effective #697,Positive
The market has usual crowd this season #974,Neutral
The app for fertilizer tracking is working well #245,Positive
We’re waiting for the market rates to stabilize #814,Neutral
We are finally seeing the benefits of switching to organic #477,Positive
We are cautiously optimistic about the outcome #786,Neutral
We’re maintaining our usual schedule for sowing #844,Neutral
We are continuing with our usual cropping pattern #299,Neutral
We are continuing with our usual cropping pattern #449,Neutral
There is steady demand in the local market #784,Neutral
There is an ongoing discussion about crop rotation #954,Neutral
Nothing unusual about the climate this month #983,Neutral
We completed the harvesting process last week #160,Neutral
The timely rain and improved seeds gave us a great harvest #251,Positive
I'm satisfied with the quality of seeds provided #414,Positive
Crop diversity is giving us more market options #546,Positive
We are facing labor shortages during peak season #194,Negative
The mobile alerts are useful for daily farming tips #739,Positive
The training on crop rotation has boosted our yield #311,Positive
Middlemen are taking away most of the profits #980,Negative
We have enough resources for the next planting cycle #894,Positive
There is no support during natural disasters #132,Negative
We’re facing huge losses this season again #450,Negative
Local authorities visited the farm to inspect progress #908,Neutral
The solar-powered pumps are very efficient #16,Positive
The drought has severely affected our crop yield #951,Negative
Weather conditions have been perfect for sowing #722,Positive
There was a power cut during crucial irrigation hours #421,Negative
There is steady demand in the local market #634,Neutral
Timely crop insurance saved us a big loss #982,Positive
Our crops were destroyed by wild animals #875,Negative
No one came for the soil testing we requested #540,Negative
We are using last year’s strategies for this crop #531,Neutral
The drought has severely affected our crop yield #551,Negative
The fertilizer shop is functioning normally #423,Neutral
I'm satisfied with the quality of seeds provided #364,Positive
The pest situation is currently under observation #769,Neutral
The online portal made seed ordering very easy #183,Positive
The soil testing facility helped us choose the right fertilizer #986,Positive
The insurance claim was rejected unfairly #991,Negative
Fodder for livestock is not available this year #195,Negative
The soil quality has degraded over the years #770,Negative
Storage facilities are in very poor condition #676,Negative
We didn't receive any training this year #122,Negative
The new tractor loan has helped speed up fieldwork #188,Positive
Our storage facility upgrade saved a lot of produce #620,Positive
The pesticides provided were ineffective #613,Negative
Storage facilities are in very poor condition #176,Negative
The pest outbreak this season was uncontrollable #183,Negative
The crops are growing at a normal pace #385,Neutral
The loan paperwork is under process #716,Neutral
The harvest festival went well with record outputs #615,Positive
Transport issues led to rotting of fresh produce #514,Negative
There’s no help during pest infestations #467,Negative
We received all the fertilizers on time this season #402,Positive
The app for fertilizer tracking is working well #995,Positive
We’ve had a bumper harvest of rice this season #935,Positive
Weather conditions have been perfect for sowing #372,Positive
The mobile app for services is not working properly #923,Negative
The fields have been plowed and are ready for sowing #307,Neutral
We have enough resources for the next planting cycle #594,Positive
The weather updates were inaccurate and misleading #911,Negative
We are finally seeing the benefits of switching to organic #727,Positive
We are finally seeing the benefits of switching to organic #827,Positive
Our crops were destroyed by wild animals #675,Negative
The new tractor loan has helped speed up fieldwork #688,Positive
The loan paperwork is under process #216,Neutral
Farmer meetings helped us plan better for the season #137,Positive
Farmers are planning the next crop cycle #765,Neutral
Our sugarcane output is at an all-time high #629,Positive
We’ve had a bumper harvest of rice this season #335,Positive
Rainfall was consistent and well-timed #391,Positive
We completed the harvesting process last week #310,Neutral
We’re unable to sell our produce at a fair price #110,Negative
Unseasonal rains have caused major crop losses #738,Negative
We are continuing with our usual cropping pattern #699,Neutral
The training on crop rotation has boosted our yield #711,Positive
No one came for the soil testing we requested #40,Negative
Farmers are planning the next crop cycle #715,Neutral
The drought has severely affected our crop yield #851,Negative
There are no major updates from the cooperative #596,Neutral
Crop insurance hasn't been processed yet #562,Negative
Local authorities visited the farm to inspect progress #758,Neutral
Fodder for livestock is not available this year #595,Negative
We planted the crops last week as per schedule #751,Neutral
The pesticides provided were ineffective #113,Negative
The solar-powered pumps are very efficient #466,Positive
The weather updates were inaccurate and misleading #561,Negative
Loan disbursement is delayed every season #224,Negative
There was no proper guidance from the agriculture department #954,Negative
Livestock health has remained stable #967,Neutral
We are continuing with our usual cropping pattern #349,Neutral
There’s been a lot of delay in government support #509,Negative
The market prices are too low to make a profit #105,Negative
We don't have access to reliable weather updates #989,Negative
The mobile alerts are useful for daily farming tips #339,Positive
The solar-powered pumps are very efficient #216,Positive
Fertilizer prices have increased drastically #616,Negative
There’s no help during pest infestations #917,Negative
Farmers are planning the next crop cycle #515,Neutral
Farmers attended a local meeting on agriculture trends #805,Neutral
The electricity bills are too high for farming operations #593,Negative
We are using the same resources as last year #241,Neutral
The irrigation canal has been dry for months #685,Negative
The fertilizer shop is functioning normally #523,Neutral
I'm grateful for the timely distribution of subsidies #817,Positive
Our requests to the local officer went unheard #68,Negative
There is an ongoing discussion about crop rotation #4,Neutral
The farm produce was sold out quickly this week #275,Positive
Meetings are being held as usual #245,Neutral
The solar-powered pumps are very efficient #866,Positive
We received all the fertilizers on time this season #102,Positive
We didn’t receive the fertilizer on time #502,Negative
There are no current issues in the supply chain #150,Neutral
Weather conditions have been perfect for sowing #172,Positive
The support from the agriculture department was very helpful #108,Positive
The pesticides provided were ineffective #863,Negative
We didn't receive any training this year #522,Negative
Irrigation has been functioning as expected #988,Neutral
Weather has been neither too dry nor too wet so far #203,Neutral
Farmers attended a local meeting on agriculture trends #55,Neutral
We are facing water scarcity in our village #765,Negative
There is steady demand in the local market #34,Neutral
The pesticides provided were ineffective #963,Negative
We planted the crops last week as per schedule #251,Neutral
We are using the same resources as last year #341,Neutral
The situation is manageable at the moment #576,Neutral
Our crops were destroyed by wild animals #925,Negative
Crop diversity is giving us more market options #296,Positive
The government scheme really benefited our village #713,Positive
The scheme implementation was smooth and timely #73,Positive
Pests destroyed most of our harvest this year #953,Negative
We are using traditional farming methods this time #270,Neutral
There's talk about trying a new seed variety next year #562,Neutral
We are cautiously optimistic about the outcome #886,Neutral
Timely crop insurance saved us a big loss #482,Positive
The pest situation is currently under observation #219,Neutral
We’re burdened by increasing input costs #531,Negative
The loan paperwork is under process #116,Neutral
We are facing water scarcity in our village #515,Negative
The storage is being used moderately this season #961,Neutral
The insurance claim was rejected unfairly #491,Negative
We didn't receive any training this year #172,Negative
Weather has been neither too dry nor too wet so far #453,Neutral
The soil seems to be holding moisture well #430,Neutral
The market has usual crowd this season #74,Neutral
Livestock health has remained stable #217,Neutral
Transport availability is normal this week #272,Neutral
The local market prices are favorable this time #406,Positive
The support from the agriculture department was very helpful #758,Positive
We are struggling due to lack of proper irrigation #957,Negative
The crops are growing at a normal pace #185,Neutral
We didn’t receive the fertilizer on time #952,Negative
The early sowing advice helped avoid pests #98,Positive
Subsidies are not being credited as promised #334,Negative
The farm produce looks standard this season #390,Neutral
We have enough resources for the next planting cycle #744,Positive
I'm happy with how the new organic methods are working #807,Positive
We are using traditional farming methods this time #770,Neutral
The crop loan interest rates are too high #897,Negative
There are no current issues in the supply chain #500,Neutral
We are unable to access good quality seeds #536,Negative
We planted the crops last week as per schedule #51,Neutral
The storage is being used moderately this season #11,Neutral
The organic fair gave us great exposure #149,Positive
Farmers attended a local meeting on agriculture trends #555,Neutral
There is an ongoing discussion about crop rotation #54,Neutral
Pests destroyed most of our harvest this year #903,Negative
Fertilizer prices have increased drastically #316,Negative
Access to expert advice has made a big difference #693,Positive
The co-operative model has brought more unity in farming #819,Positive
Government schemes are not reaching us on time #729,Negative
There are no proper roads to transport our produce #387,Negative
Farming operations are progressing steadily #282,Neutral
There is steady demand in the local market #734,Neutral
We’re facing huge losses this season again #600,Negative
The storage is being used moderately this season #611,Neutral
Local authorities visited the farm to inspect progress #458,Neutral
We received all the fertilizers on time this season #702,Positive
Government schemes are not reaching us on time #879,Negative
The fields have been plowed and are ready for sowing #657,Neutral
Weather conditions have been perfect for sowing #922,Positive
Our crops were destroyed by wild animals #425,Negative
There’s been a lot of delay in government support #709,Negative
The local market prices are favorable this time #906,Positive
The awareness program helped us use pesticides more effectively #455,Positive
We are cautiously optimistic about the outcome #186,Neutral
Farmers attended a local meeting on agriculture trends #305,Neutral
We didn't receive any training this year #772,Negative
We had no pest issues this time thanks to early intervention #168,Positive
Government officials were responsive and helpful #731,Positive
There is routine inspection happening this week #189,Neutral
The weather updates were inaccurate and misleading #311,Negative
We are finally seeing the benefits of switching to organic #27,Positive
We completed the harvesting process last week #60,Neutral
Pests destroyed most of our harvest this year #653,Negative
The mobile app for services is not working properly #623,Negative
The new tractor loan has helped speed up fieldwork #588,Positive
Livestock health has remained stable #17,Neutral
The early sowing advice helped avoid pests #998,Positive
We are losing hope due to consistent crop failure #177,Negative
The drought has severely affected our crop yield #701,Negative
The insurance claim was rejected unfairly #41,Negative
Our livestock is healthier with the new fodder program #34,Positive
We’re unable to sell our produce at a fair price #810,Negative
We are monitoring crop health regularly #627,Neutral
Middlemen are taking away most of the profits #380,Negative
The canal water system is functioning well now #42,Positive
Local authorities are not responding to complaints #792,Negative
The farm produce looks standard this season #190,Neutral
The fields have been plowed and are ready for sowing #607,Neutral
The mobile app for services is not working properly #973,Negative
The farm produce looks standard this season #290,Neutral
Storage facilities are in very poor condition #926,Negative
We are seeing better profits than last season #610,Positive
The pest outbreak this season was uncontrollable #133,Negative
Our sugarcane output is at an all-time high #29,Positive
The canal water system is functioning well now #442,Positive
We are observing the growth phase of our crops #356,Neutral
We are continuing with our usual cropping pattern #799,Neutral
We have enough resources for the next planting cycle #494,Positive
There’s been a lot of delay in government support #259,Negative
We didn’t receive the fertilizer on time #302,Negative
The loan paperwork is under process #366,Neutral
The pest outbreak this season was uncontrollable #383,Negative
The market prices are too low to make a profit #305,Negative
Farmer meetings helped us plan better for the season #237,Positive
We received all the fertilizers on time this season #552,Positive
I'm confident we'll have a great season ahead #521,Positive
All tools and machines are working as expected #447,Neutral
The pest outbreak this season was uncontrollable #233,Negative
We don't have access to reliable weather updates #139,Negative
I'm confident we'll have a great season ahead #721,Positive
The soil testing facility helped us choose the right fertilizer #736,Positive
There is an ongoing discussion about crop rotation #654,Neutral
The drought has severely affected our crop yield #751,Negative
The weather updates helped us avoid major damage #59,Positive
Timely crop insurance saved us a big loss #632,Positive
There is no support during natural disasters #182,Negative
There is an ongoing discussion about crop rotation #204,Neutral
Access to expert advice has made a big difference #593,Positive
There was no proper guidance from the agriculture department #304,Negative
Unseasonal rains have caused major crop losses #388,Negative
The loan paperwork is under process #616,Neutral
We are using last year’s strategies for this crop #631,Neutral
Our complaints on the portal go unanswered #846,Negative
Our farm-to-market transport has improved greatly #940,Positive
There is routine inspection happening this week #789,Neutral
We’re facing huge losses this season again #250,Negative
The awareness program helped us use pesticides more effectively #905,Positive
We’re maintaining our usual schedule for sowing #544,Neutral
Middlemen are taking away most of the profits #280,Negative
Weather has been neither too dry nor too wet so far #403,Neutral
We completed the harvesting process last week #960,Neutral
We are monitoring crop health regularly #127,Neutral
Irrigation has been functioning as expected #388,Neutral
No significant change in government policies #43,Neutral
The electricity bills are too high for farming operations #143,Negative
Farming operations are progressing steadily #382,Neutral
I'm happy with how the new organic methods are working #707,Positive
Everything appears to be under control for now #642,Neutral
The mobile app for services is not working properly #23,Negative
Crop diversity is giving us more market options #746,Positive
The crop loan interest rates are too high #547,Negative
Local authorities visited the farm to inspect progress #358,Neutral
All tools and machines are working as expected #47,Neutral
I'm satisfied with the quality of seeds provided #514,Positive
Timely crop insurance saved us a big loss #82,Positive
There's talk about trying a new seed variety next year #662,Neutral
There’s been a lot of delay in government support #309,Negative
There are no major updates from the cooperative #496,Neutral
The harvest festival went well with record outputs #915,Positive
The market prices are too low to make a profit #405,Negative
We had to sell our produce at throwaway prices #648,Negative
The storage is being used moderately this season #761,Neutral
There’s been a lot of delay in government support #109,Negative
The timely rain and improved seeds gave us a great harvest #151,Positive
We are monitoring crop health regularly #727,Neutral
The farm produce was sold out quickly this week #775,Positive
The new loan program was processed efficiently #330,Positive
I'm happy with how the new organic methods are working #7,Positive
We have enough resources for the next planting cycle #944,Positive
The scheme implementation was smooth and timely #823,Positive
We’ve had a bumper harvest of rice this season #735,Positive
We are seeing better profits than last season #910,Positive
The co-operative model has brought more unity in farming #469,Positive
Timely crop insurance saved us a big loss #182,Positive
The harvest festival went well with record outputs #165,Positive
Loan disbursement is delayed every season #524,Negative
We received all the fertilizers on time this season #452,Positive
Rainfall was consistent and well-timed #491,Positive
Farmers attended a local meeting on agriculture trends #5,Neutral
We are facing labor shortages during peak season #144,Negative
Crop insurance hasn't been processed yet #312,Negative
No significant change in government policies #243,Neutral
Crop insurance hasn't been processed yet #112,Negative
Farmers attended a local meeting on agriculture trends #855,Neutral
Local vendors are exploiting us by offering low prices #978,Negative
Local authorities are not responding to complaints #442,Negative
No one came for the soil testing we requested #890,Negative
We are struggling due to lack of proper irrigation #7,Negative
Local vendors are exploiting us by offering low prices #628,Negative
The pest outbreak this season was uncontrollable #633,Negative
Our crops were destroyed by wild animals #75,Negative
Our sugarcane output is at an all-time high #579,Positive
We haven't made any changes in farming technique #728,Neutral
There are no major updates from the cooperative #346,Neutral
We’re waiting for the market rates to stabilize #264,Neutral
Weather has been neither too dry nor too wet so far #303,Neutral
All the farmers in our area are happy this year #328,Positive
The insurance claim was rejected unfairly #791,Negative
Access to expert advice has made a big difference #443,Positive
There’s been a lot of delay in government support #859,Negative
The water supply is consistent but not excessive #171,Neutral
Nothing unusual about the climate this month #833,Neutral
The online portal made seed ordering very easy #833,Positive
No special announcements from the authorities #375,Neutral
There is an ongoing discussion about crop rotation #104,Neutral
We are facing water scarcity in our village #415,Negative
We didn’t receive the fertilizer on time #202,Negative
Farmers are planning the next crop cycle #315,Neutral
We’re facing huge losses this season again #500,Negative
We haven't made any changes in farming technique #878,Neutral
Farmer meetings helped us plan better for the season #87,Positive
There was no proper guidance from the agriculture department #404,Negative
We are monitoring crop health regularly #927,Neutral
There is no support during natural disasters #482,Negative
All the farmers in our area are happy this year #778,Positive
Our field demos were well received by other farmers #800,Positive
There’s no help during pest infestations #667,Negative
The awareness program helped us use pesticides more effectively #55,Positive
The rainfall has been average compared to last year #363,Neutral
Unseasonal rains have caused major crop losses #288,Negative
Our requests to the local officer went unheard #668,Negative
We haven't faced any new challenges so far #587,Neutral
Farmers attended a local meeting on agriculture trends #155,Neutral
We didn’t receive the fertilizer on time #702,Negative
Our complaints on the portal go unanswered #246,Negative
I'm satisfied with the quality of seeds provided #114,Positive
The fields have been plowed and are ready for sowing #807,Neutral
The new tractor loan has helped speed up fieldwork #988,Positive
We received all the fertilizers on time this season #502,Positive
Everything appears to be under control for now #892,Neutral
We’re unable to sell our produce at a fair price #10,Negative
"Government promised help, but nothing arrived #199",Negative
Fodder for livestock is not available this year #395,Negative
Our farm-to-market transport has improved greatly #590,Positive
The co-operative model has brought more unity in farming #769,Positive
We had no pest issues this time thanks to early intervention #18,Positive
The electricity bills are too high for farming operations #43,Negative
We had to sell our produce at throwaway prices #448,Negative
We’re waiting for the market rates to stabilize #464,Neutral
The soil testing facility helped us choose the right fertilizer #286,Positive
There is routine inspection happening this week #639,Neutral
Our sugarcane output is at an all-time high #429,Positive
Government schemes are not reaching us on time #329,Negative
"Government promised help, but nothing arrived #949",Negative
Our storage facility upgrade saved a lot of produce #670,Positive
Timely crop insurance saved us a big loss #32,Positive
Local authorities are not responding to complaints #342,Negative
The scheme implementation was smooth and timely #723,Positive
We received all the fertilizers on time this season #952,Positive
We are facing water scarcity in our village #915,Negative
We’re maintaining our usual schedule for sowing #294,Neutral
The harvest festival went well with record outputs #215,Positive
Our farm-to-market transport has improved greatly #990,Positive
We are facing water scarcity in our village #165,Negative
No significant change in government policies #793,Neutral
We are observing the growth phase of our crops #6,Neutral
We are finally seeing the benefits of switching to organic #327,Positive
The training on crop rotation has boosted our yield #561,Positive
Subsidies are not being credited as promised #384,Negative
Our crops were destroyed by wild animals #725,Negative
There are no proper roads to transport our produce #87,Negative
There is steady demand in the local market #684,Neutral
The canal water system is functioning well now #342,Positive
There was no proper guidance from the agriculture department #654,Negative
The early sowing advice helped avoid pests #148,Positive
The farm produce looks standard this season #340,Neutral
The rainfall has been average compared to last year #413,Neutral
The new seeds failed to germinate properly #108,Negative
The organic fair gave us great exposure #849,Positive
I'm grateful for the timely distribution of subsidies #967,Positive
The mobile app for services is not working properly #73,Negative
Farmers are planning the next crop cycle #465,Neutral
Heavy rains washed away the seeds after sowing #906,Negative
The local market prices are favorable this time #156,Positive
The solar-powered pumps are very efficient #666,Positive
Our soil health has improved thanks to expert advice #662,Positive
Pests destroyed most of our harvest this year #3,Negative
Everything appears to be under control for now #342,Neutral
Livestock health has remained stable #517,Neutral
We are finally seeing the benefits of switching to organic #177,Positive
Farmers attended a local meeting on agriculture trends #655,Neutral
Middlemen are taking away most of the profits #880,Negative
Our crops were destroyed by wild animals #525,Negative
No major incidents have been reported this season #818,Neutral
There was no proper guidance from the agriculture department #204,Negative
The farm produce was sold out quickly this week #25,Positive
The storage is being used moderately this season #811,Neutral
We completed the harvesting process last week #810,Neutral
We haven't made any changes in farming technique #78,Neutral
There are no current issues in the supply chain #300,Neutral
The drip irrigation system is working really well #876,Positive
There are no current issues in the supply chain #900,Neutral
The mobile alerts are useful for daily farming tips #939,Positive
Communication among farmers has been normal #698,Neutral
Pests destroyed most of our harvest this year #553,Negative
Our training on composting was very effective #347,Positive
Local authorities visited the farm to inspect progress #508,Neutral
Transport availability is normal this week #972,Neutral
Irrigation has been functioning as expected #38,Neutral
We are losing hope due to consistent crop failure #927,Negative
The soil testing facility helped us choose the right fertilizer #386,Positive
Middlemen are taking away most of the profits #830,Negative
There's talk about trying a new seed variety next year #162,Neutral
Most farmers are preparing for the next sowing season #509,Neutral
All tools and machines are working as expected #197,Neutral
We have enough resources for the next planting cycle #244,Positive
We haven't faced any new challenges so far #87,Neutral
We are losing hope due to consistent crop failure #827,Negative
Farmer meetings helped us plan better for the season #937,Positive
No one came for the soil testing we requested #690,Negative
We are using last year’s strategies for this crop #581,Neutral
The government scheme really benefited our village #313,Positive
We’re unable to sell our produce at a fair price #460,Negative
The situation is manageable at the moment #926,Neutral
Local authorities visited the farm to inspect progress #108,Neutral
The pest outbreak this season was uncontrollable #333,Negative
The co-operative model has brought more unity in farming #969,Positive
The market prices are too low to make a profit #455,Negative
The training on crop rotation has boosted our yield #661,Positive
The irrigation canal has been dry for months #935,Negative
The soil testing facility helped us choose the right fertilizer #936,Positive
I'm confident we'll have a great season ahead #371,Positive
I'm grateful for the timely distribution of subsidies #567,Positive
Loan disbursement is delayed every season #974,Negative
The market prices are too low to make a profit #855,Negative
Our crops were destroyed by wild animals #25,Negative
The farm produce was sold out quickly this week #825,Positive
The online portal made seed ordering very easy #983,Positive
The fertilizer shop is functioning normally #673,Neutral
The fields have been plowed and are ready for sowing #957,Neutral
Our complaints on the portal go unanswered #646,Negative
Nothing unusual about the climate this month #583,Neutral
There are no major updates from the cooperative #246,Neutral
The pest situation is currently under observation #119,Neutral
I'm satisfied with the quality of seeds provided #814,Positive
The electricity bills are too high for farming operations #793,Negative
We’re burdened by increasing input costs #431,Negative
Our sugarcane output is at an all-time high #779,Positive
We’re facing huge losses this season again #750,Negative
There was a power cut during crucial irrigation hours #321,Negative
There are no current issues in the supply chain #400,Neutral
Transport availability is normal this week #872,Neutral
Pests destroyed most of our harvest this year #53,Negative
Transport availability is normal this week #322,Neutral
Transport issues led to rotting of fresh produce #14,Negative
Government schemes are not reaching us on time #929,Negative
We didn’t receive the fertilizer on time #402,Negative
The mobile app for services is not working properly #823,Negative
Communication among farmers has been normal #248,Neutral
We’re maintaining our usual schedule for sowing #494,Neutral
Everything appears to be under control for now #592,Neutral
We are finally seeing the benefits of switching to organic #127,Positive
Everything appears to be under control for now #92,Neutral
The crops are growing at a normal pace #135,Neutral
The new tractor loan has helped speed up fieldwork #888,Positive
The fields have been plowed and are ready for sowing #457,Neutral
We had to sell our produce at throwaway prices #348,Negative
The new seeds failed to germinate properly #8,Negative
The local market prices are favorable this time #356,Positive
There was no proper guidance from the agriculture department #4,Negative
Subsidies are not being credited as promised #484,Negative
The online portal made seed ordering very easy #683,Positive
All the farmers in our area are happy this year #828,Positive
We planted the crops last week as per schedule #851,Neutral
Farmers attended a local meeting on agriculture trends #205,Neutral
Everything appears to be under control for now #692,Neutral
We’ve had a bumper harvest of rice this season #985,Positive
Subsidies are not being credited as promised #234,Negative
There is an ongoing discussion about crop rotation #554,Neutral
No one came for the soil testing we requested #640,Negative
Rainfall was consistent and well-timed #141,Positive
We had no pest issues this time thanks to early intervention #218,Positive
The loan paperwork is under process #466,Neutral
The government scheme really benefited our village #363,Positive
Farmers are planning the next crop cycle #665,Neutral
Crop diversity is giving us more market options #346,Positive
Most farmers are preparing for the next sowing season #59,Neutral
The scheme implementation was smooth and timely #23,Positive
Our soil health has improved thanks to expert advice #712,Positive
There are no current issues in the supply chain #950,Neutral
The training on crop rotation has boosted our yield #11,Positive
Livestock health has remained stable #417,Neutral
The irrigation canal has been dry for months #835,Negative
We have enough resources for the next planting cycle #794,Positive
The loan paperwork is under process #766,Neutral
The app for fertilizer tracking is working well #95,Positive
The new loan program was processed efficiently #130,Positive
The drought has severely affected our crop yield #901,Negative
We completed the harvesting process last week #410,Neutral
The pest outbreak this season was uncontrollable #933,Negative
We are using traditional farming methods this time #670,Neutral
Fertilizer prices have increased drastically #866,Negative
There’s been a lot of delay in government support #659,Negative
I'm grateful for the timely distribution of subsidies #517,Positive
The new seeds failed to germinate properly #858,Negative
Local vendors are exploiting us by offering low prices #278,Negative
The timely rain and improved seeds gave us a great harvest #951,Positive
There was a power cut during crucial irrigation hours #121,Negative
Our storage facility upgrade saved a lot of produce #420,Positive
The scheme implementation was smooth and timely #923,Positive
There is average participation in training events #729,Neutral
All the farmers in our area are happy this year #478,Positive
We are cautiously optimistic about the outcome #36,Neutral
We haven't made any changes in farming technique #178,Neutral
The electricity bills are too high for farming operations #693,Negative
The rainfall has been average compared to last year #213,Neutral
We didn't receive any training this year #472,Negative
Pests destroyed most of our harvest this year #203,Negative
The soil quality has degraded over the years #670,Negative
No special announcements from the authorities #775,Neutral
There was a power cut during crucial irrigation hours #971,Negative
I'm confident we'll have a great season ahead #821,Positive
We had to sell our produce at throwaway prices #998,Negative
The pest situation is currently under observation #869,Neutral
"Government promised help, but nothing arrived #249",Negative
The fertilizer shop is functioning normally #873,Neutral
There are no current issues in the supply chain #650,Neutral
The crop loan interest rates are too high #47,Negative
We don't have access to reliable weather updates #889,Negative
The solar-powered pumps are very efficient #616,Positive
We are not getting enough returns to repay our loans #319,Negative
The crops are growing at a normal pace #885,Neutral
The storage is being used moderately this season #461,Neutral
The mobile app for services is not working properly #773,Negative
The seeds were distributed in the village yesterday #952,Neutral
Timely crop insurance saved us a big loss #132,Positive
All the farmers in our area are happy this year #78,Positive
Weather has been neither too dry nor too wet so far #53,Neutral
The farm produce was sold out quickly this week #725,Positive
We are facing water scarcity in our village #315,Negative
We didn’t receive the fertilizer on time #852,Negative
All tools and machines are working as expected #297,Neutral
We haven't faced any new challenges so far #487,Neutral
The mobile app for services is not working properly #373,Negative
Heavy rains washed away the seeds after sowing #856,Negative
The soil quality has degraded over the years #320,Negative
No special announcements from the authorities #875,Neutral
Transport availability is normal this week #172,Neutral
The drip irrigation system is working really well #376,Positive
There’s been a lot of delay in government support #909,Negative
Our livestock is healthier with the new fodder program #334,Positive
The seeds were distributed in the village yesterday #252,Neutral
We haven't faced any new challenges so far #737,Neutral
The market prices are too low to make a profit #605,Negative
We are not getting enough returns to repay our loans #119,Negative
There is average participation in training events #829,Neutral
We are facing labor shortages during peak season #944,Negative
There's talk about trying a new seed variety next year #262,Neutral
There are no current issues in the supply chain #550,Neutral
The electricity bills are too high for farming operations #343,Negative
I'm confident we'll have a great season ahead #321,Positive
The soil quality has degraded over the years #620,Negative
Communication among farmers has been normal #448,Neutral
The storage is being used moderately this season #61,Neutral
Loan disbursement is delayed every season #674,Negative
The electricity bills are too high for farming operations #943,Negative
The training on crop rotation has boosted our yield #261,Positive
Farmers attended a local meeting on agriculture trends #355,Neutral
The farm produce looks standard this season #40,Neutral
Our farm-to-market transport has improved greatly #690,Positive
We received all the fertilizers on time this season #902,Positive
We are monitoring crop health regularly #27,Neutral
The mobile alerts are useful for daily farming tips #139,Positive
Our requests to the local officer went unheard #918,Negative
Government schemes are not reaching us on time #829,Negative
Loan disbursement is delayed every season #574,Negative
Our storage facility upgrade saved a lot of produce #320,Positive
Our crop yield has significantly increased this year #654,Positive
Irrigation has been functioning as expected #138,Neutral
The fertilizer shop is functioning normally #323,Neutral
The weather updates helped us avoid major damage #559,Positive
The government scheme really benefited our village #113,Positive
Timely crop insurance saved us a big loss #532,Positive
The farm produce was sold out quickly this week #225,Positive
I'm impressed by the new farming techniques we learned #724,Positive
There is average participation in training events #429,Neutral
The water supply is consistent but not excessive #571,Neutral
Subsidies are not being credited as promised #434,Negative
The soil seems to be holding moisture well #330,Neutral
There’s been a lot of delay in government support #459,Negative
The seeds were distributed in the village yesterday #702,Neutral
Our training on composting was very effective #847,Positive
We have enough resources for the next planting cycle #194,Positive
We are facing water scarcity in our village #465,Negative
Our training on composting was very effective #947,Positive
Transport availability is normal this week #22,Neutral
